chr1	1202910	1203514
chr1	1250855	1251329
chr1	1307471	1307761
chr1	1322371	1322624
chr1	1326182	1326873
chr1	1415686	1415999
chr1	1426216	1427210
chr1	1453356	1455707
chr1	1464894	1465094
chr1	1490264	1490778
chr1	1494033	1494729
chr1	1499692	1500007
chr1	1582136	1583876
chr1	1720558	1721564
chr1	1725966	1726654
chr1	3807448	3808204
chr1	6245890	6246103
chr1	6604758	6606587
chr1	6651980	6652729
chr1	6692404	6692806
chr1	6752314	6752514
chr1	8035296	8035670
chr1	8593585	8593927
chr1	8922541	8922846
chr1	10010409	10011292
chr1	10554583	10555052
chr1	10598876	10600047
chr1	11310507	11311345
chr1	11850943	11851305
chr1	11884540	11885481
chr1	11898733	11899051
chr1	11979155	11980274
chr1	12009196	12009490
chr1	12017447	12018208
chr1	12049944	12050628
chr1	12263536	12264275
chr1	12328693	12329166
chr1	12365727	12366518
chr1	12520960	12521196
chr1	12546908	12547882
chr1	12630278	12631333
chr1	12633415	12634133
chr1	12655229	12656695
chr1	12669391	12669806
chr1	15389028	15389389
chr1	15833808	15834536
chr1	16184841	16185470
chr1	16199629	16200612
chr1	16202784	16203198
chr1	16263975	16264591
chr1	16723080	16723691
chr1	16950713	16952755
chr1	16954950	16955420
chr1	16956847	16958678
chr1	16963560	16963763
chr1	16964660	16966147
chr1	17746348	17747109
chr1	19439936	19440465
chr1	19547184	19547731
chr1	19567821	19568623
chr1	19584141	19584342
chr1	19586756	19587401
chr1	19803049	19803571
chr1	21939575	21939904
chr1	21974416	21974760
chr1	22029857	22030150
chr1	22241876	22242139
chr1	22431958	22432450
chr1	23425162	23425587
chr1	23848100	23848404
chr1	24045030	24045355
chr1	24077458	24078111
chr1	24086113	24086738
chr1	24143066	24143658
chr1	25768212	25768781
chr1	25773625	25774372
chr1	25803893	25804211
chr1	26157026	26157311
chr1	26163413	26163986
chr1	26221871	26223022
chr1	26595130	26595427
chr1	26785761	26786464
chr1	27039186	27039544
chr1	27059232	27060085
chr1	27659294	27659671
chr1	27743054	27743324
chr1	27925708	27926010
chr1	28167163	28167975
chr1	28176758	28178607
chr1	28535422	28536179
chr1	28604593	28605900
chr1	28856288	28857235
chr1	28858695	28858951
chr1	28861799	28862196
chr1	28865081	28865281
chr1	28897785	28898699
chr1	28901379	28901582
chr1	28929370	28929828
chr1	28937725	28938109
chr1	29009477	29010251
chr1	29016765	29018237
chr1	29022932	29023634
chr1	29025547	29025747
chr1	29085605	29086010
chr1	29220043	29220545
chr1	29359336	29360591
chr1	29472220	29472865
chr1	29496629	29497394
chr1	29518824	29519238
chr1	31206439	31206650
chr1	31211100	31211324
chr1	31401995	31402982
chr1	31781205	31781449
chr1	32098779	32099060
chr1	32527967	32529280
chr1	32681237	32681716
chr1	32697558	32698471
chr1	32776654	32777435
chr1	32782041	32782637
chr1	32786960	32787799
chr1	32827051	32828578
chr1	32843799	32844141
chr1	33101627	33102694
chr1	33238461	33238898
chr1	33252206	33252717
chr1	33263200	33263453
chr1	33413790	33413990
chr1	33475176	33475517
chr1	35641222	35641434
chr1	35646343	35646850
chr1	36010587	36011082
chr1	36030250	36030576
chr1	36084239	36085182
chr1	36181140	36181433
chr1	36359187	36360215
chr1	36372593	36372793
chr1	36644529	36644823
