chr1	6844473	6846444
chr1	8937954	8940390
chr1	9241211	9243296
chr1	9711545	9716141
chr1	16173607	16176756
chr1	17763868	17766515
chr1	19535972	19537540
chr1	19809842	19812783
chr1	22108531	22110411
chr1	23883982	23886298
chr1	24069422	24072365
chr1	25663414	25665520
chr1	27018692	27019936
chr1	27814578	27817363
chr1	28562200	28563323
chr1	29062763	29064631
chr1	31229450	31230816
chr1	32478742	32481524
chr1	36621124	36623286
chr1	39456206	39458381
chr1	40348769	40349407
chr1	40504926	40506987
chr1	40722989	40725192
chr1	40838980	40841411
chr1	41156983	41158287
chr1	43423074	43424990
chr1	46048197	46050820
chr1	46151678	46154414
chr1	46767389	46769642
chr1	52343733	52345305
chr1	53017851	53019539
chr1	65430920	65433379
chr1	66797822	66798237
chr1	76250125	76252554
chr1	78443823	78445405
chr1	79116950	79117320
chr1	84970402	84972654
chr1	85461125	85464951
chr1	85741379	85742779
chr1	90098121	90099975
chr1	93297016	93298501
chr1	93544354	93546346
chr1	100231603	100232411
chr1	110088930	110091763
chr1	110526870	110528511
chr1	110880372	110882825
chr1	111413614	111414036
chr1	111745411	111748179
chr1	112938501	112939560
chr1	113160711	113163100
chr1	113497883	113500450
chr1	114400926	114402844
chr1	114446148	114448470
chr1	115052770	115054678
chr1	117112512	117113914
chr1	117604563	117605594
chr1	145470072	145470815
chr1	150121072	150124245
chr1	150980523	150981719
chr1	151170616	151173006
chr1	153929302	153931410
chr1	154154544	154156254
chr1	154946104	154948378
chr1	155531560	155533988
chr1	155657435	155659326
chr1	155945938	155949987
chr1	156163348	156164456
chr1	156469707	156471405
chr1	156697853	156699126
chr1	158978542	158980085
chr1	160489650	160493190
chr1	160615284	160617422
chr1	160708825	160710241
chr1	161087228	161088247
chr1	167599179	167602319
chr1	169680399	169681514
chr1	169763457	169766127
chr1	171454054	171455619
chr1	173174568	173176740
chr1	174967074	174969745
chr1	175160935	175162419
chr1	179922821	179924649
chr1	180990871	180992494
chr1	181056571	181060165
chr1	181451562	181452167
chr1	182808012	182809363
chr1	183439259	183442349
chr1	183602173	183603182
chr1	183774061	183777329
chr1	193027590	193029328
chr1	198904065	198905061
chr1	200378328	200379970
chr1	200992072	200993057
chr1	201475538	201476765
chr1	203764410	203765856
chr1	204379771	204381522
chr1	205600115	205601597
