chr1	970613	971094
chr1	976036	976553
chr1	1026970	1027453
chr1	1028447	1028687
chr1	1037583	1037790
chr1	1039707	1040389
chr1	1153247	1153599
chr1	1253603	1253956
chr1	1299668	1299999
chr1	1555532	1555770
chr1	2057569	2058718
chr1	2136157	2136941
chr1	2304285	2304746
chr1	2383257	2383759
chr1	2529725	2530266
chr1	7777830	7778196
chr1	8077574	8077868
chr1	8542990	8543789
chr1	8950031	8950612
chr1	8973570	8974027
chr1	8975516	8975846
chr1	9186639	9186898
chr1	9254216	9254435
chr1	11193095	11193311
chr1	11352831	11353219
chr1	11732960	11733321
chr1	11884881	11885327
chr1	11941995	11943298
chr1	12012129	12012944
chr1	15322596	15323593
chr1	16121604	16122038
chr1	17017408	17018103
chr1	17036215	17036627
chr1	17277993	17278417
chr1	17538450	17539590
chr1	20534088	20534396
chr1	20857417	20857931
chr1	21022751	21023725
chr1	21661234	21661462
chr1	21974365	21975742
chr1	23924659	23925040
chr1	24106309	24106818
chr1	24592867	24593414
chr1	24620858	24621577
chr1	24701398	24702263
chr1	27158324	27158860
chr1	27175829	27176034
chr1	27189249	27189742
chr1	27276309	27276815
chr1	27518598	27519566
chr1	27709642	27709988
chr1	29101607	29102406
chr1	29553989	29554485
chr1	29609364	29610255
chr1	32039541	32040042
chr1	32405425	32405865
chr1	33194409	33195165
chr1	33446650	33447782
chr1	37961426	37961806
chr1	38022317	38022676
chr1	39598725	39599138
chr1	41410008	41410339
chr1	41876946	41877179
chr1	41898388	41898751
chr1	42612550	42612979
chr1	45186982	45187991
chr1	45251791	45252015
chr1	59058229	59058508
chr1	96418599	96418901
chr1	107551989	107553069
chr1	107561611	107562024
chr1	107609263	107609498
chr1	107612606	107615389
chr1	107619385	107619785
chr1	107628611	107629831
chr1	107660280	107660638
chr1	108191855	108192583
chr1	108329952	108330457
chr1	108493220	108493568
chr1	108673559	108673837
chr1	109224411	109225270
chr1	109246375	109247674
chr1	109255283	109255492
chr1	109273265	109273804
chr1	109278771	109279067
chr1	109281529	109282307
chr1	109598681	109600000
chr1	109608609	109609317
chr1	109610383	109610669
chr1	109624297	109627007
chr1	109677463	109677791
chr1	109820032	109820508
chr1	109913570	109914958
chr1	110113057	110113609
chr1	110160056	110160404
chr1	110316266	110316636
chr1	110329298	110329520
chr1	110767055	110767486
chr1	110769727	110770351
chr1	110898500	110899513
chr1	110931955	110933930
chr1	111528775	111529140
chr1	112275390	112276310
chr1	112450694	112452013
chr1	113003797	113005300
chr1	113057993	113058540
chr1	113181796	113182258
chr1	113261326	113261662
chr1	114290003	114290456
chr1	114322799	114323472
chr1	114423717	114424791
chr1	114460186	114461202
chr1	114488753	114490564
chr1	114491773	114493005
chr1	114615243	114616432
chr1	114624901	114626258
chr1	114895743	114896846
chr1	114977766	114978298
chr1	115008996	115011878
chr1	115020240	115020826
chr1	115023236	115023614
chr1	115042159	115042431
chr1	115064877	115065301
chr1	115067613	115067976
chr1	115072774	115076642
chr1	115088044	115088691
chr1	115197156	115197812
chr1	115310388	115310912
chr1	115337166	115339338
chr1	115485078	115486358
chr1	115710647	115712219
chr1	116173348	116176005
chr1	116358405	116358917
chr1	116405082	116405365
chr1	116488142	116489097
chr1	116797635	116798418
chr1	117031999	117032263
chr1	117096023	117096527
chr1	117281679	117281883
chr1	117377303	117378989
chr1	117436871	117437967
chr1	117443322	117443694
chr1	117523787	117524266
chr1	117564853	117565784
chr1	117612136	117612344
chr1	117861229	117861529
chr1	117915528	117915764
chr1	117927545	117928561
chr1	117938502	117939902
chr1	117947696	117948288
chr1	117955797	117956112
chr1	118123321	118123932
chr1	118155140	118156524
chr1	118169752	118170706
chr1	118173998	118175517
chr1	118199714	118199961
chr1	144923540	144924204
chr1	144988421	144989994
chr1	145129168	145129479
chr1	145416136	145416691
chr1	145461992	145462385
chr1	145542599	145544002
chr1	145561861	145562103
chr1	145563157	145565171
chr1	145567302	145567731
chr1	145660890	145661578
chr1	146541713	146543837
chr1	146705985	146707020
